nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
곰밌,시바,근거리딜러,추격자의 발걸음,사냥꾼의 본능,거인 사냥꾼,E 데빌 스피리츠 ,유니크,E 페르소나,유니크,E 블랙펄 시스루,유니크,E 다크 어비스,유니크,E 블랙 나이트메어,유니크,E 킬링 댄스,유니크,데빌런-섀도우,레어,절개의 비프론즈,레어,체스터 더블버거,레어,리세스 스프린터,레어,데블 파이크 ,레어,스테민 터틀,레어,절개 임팩트,언커먼,S 센슈얼 어비스,유니크,SB칼날힐 데브,레어,스웜 파이리에더,유니크,False,61,13,2,9,44078,12320,91,116,17950,1800,38,22,741,95,407,75,1,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
레이저검,헤나투,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,S 지식인의 사명,유니크,E 라이징 스콜라,유니크,S 안트로폴로구,유니크,E 호세이라 브라바,유니크,S 노스타우지쿠,유니크,E 트리스치 파두,유니크,리펠 스코피오,레어,자기장 카메라,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,메탈프레스 임팩트,언커먼,E 심플 컴패스,유니크,메탈프레스 포토머신,레어,DB스틸 베티,레어,False,47,9,2,8,28378,11864,135,192,15390,2700,16,17,741,132,396,58,1,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
김뺙뺙이,윌라드,원거리딜러,완벽주의자,전장의 학살자,전장의 열기,프라디 보크스,레어,S 그랜드 듀크,유니크,썬더 인텐스,레어,S 청천벽력,유니크,제너레이터 L,레어,토르페도,레어,낙뢰 오리악스,레어,구형 오리악스,레어,체스터 더블버거,레어,라이트닝 엑셀,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,낙뢰 임팩트,언커먼,S 블리츠 와일즈,유니크,뇌보법 써리노,레어,썬더 고르드마스,유니크,False,51,8,2,16,45895,12195,170,187,16830,3100,30,23,741,135,344,53,1,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
뉴욕엑셀시어,샬럿,원거리딜러,재장전,전장의 학살자,전장의 열기,E 물의 하모니 ,유니크,E 아망아망,유니크,E 파도의 격노,유니크,E 한여름 물장난,유니크,E 레인메이커,유니크,E 레인보우 스텝,유니크,폭포수 하겐티,레어,헤비레인 드리머,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,살수포 임팩트,언커먼,E 비의 노래,유니크,살수포 하겐티,레어,싱크 레인보우,유니크,False,37,1,2,3,7603,16168,85,80,11170,800,20,15,825,96,373,79,0,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
바나나라멘,엘리,원거리딜러,준비된 한 발,할인 판매,완전한 성장,S 행복한 상상,유니크,S 미유미유,유니크,S 러블리 드리머,유니크,S 심술맞은 고양이,유니크,E 땡글땡글,유니크,E 사박사박 발걸음,유니크,깜짝 쥬빌레,레어,SB팽이 루차,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,별똥별 맥시머,레어,S 콩닥콩닥 마음,유니크,반짝 쥬빌레,레어,신나는 폭죽상자,유니크,False,40,2,5,3,12876,20738,61,68,10750,380,10,17,825,41,454,158,0,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
곰밌,웨슬리,원거리딜러,완벽주의자,전장의 학살자,완전한 성장,E 마인 익스프레스,유니크,E 퀘이크 프론,유니크,E 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,E 전쟁의 시작,유니크,공성류탄 할파스,레어,데저트 할파스,레어,체스터 더블버거,레어,런업 스프린터,레어,커맨더 이펙트 ,레어,솔리드 스위퍼,레어,지원폭격 맥시머,레어,E 장군의 명예,유니크,지뢰 할파스,레어,최후의 폭격명령,유니크,False,47,2,0,5,24369,1067,44,60,12910,400,23,15,825,825,825,0,0,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
공간점화,캐럴,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,S 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,스노우 엑셀,레어,파이크 이펙션,레어,스테민 닷지,레어,T2 통신기,언커먼,E 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,47,1,3,3,9380,17639,36,43,13090,1300,24,33,825,15,654,118,0,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
하마공주,엘프리데,원거리딜러,할인 판매,사냥꾼의 본능,완전한 성장,S 결정적 순간,유니크,S 감춰진 시선,유니크,E 오버 필링,유니크,E 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,SB팰리스 루인,레어,저스티스 페인트북,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,데블스 페인트북,레어,정해진 운명,유니크,False,44,0,6,4,18967,17527,85,102,12450,980,10,23,825,33,256,170,0,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
그게니교양이니,파수꾼 A,원거리딜러,완벽주의자,전장의 학살자,완전한 성장,E 어센던트,유니크,E 피어싱 아이즈,유니크,S 무형의 감옥,유니크,E 짜여진 각본,유니크,S 하빈저,유니크,E 에고이스트,유니크,클로 에델슈타인,레어,크로우 편지함,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,크로우 임팩트,언커먼,E 잔혹한 모략가,유니크,시프트 바이알,레어,그라시아 에피칵스,유니크,False,50,3,2,8,16271,13432,73,53,16430,2400,16,35,825,63,439,75,1,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
땅야,아이작,탱커,전투 태세,단단한 피부,최후의 저항,E 리트릿 프리벤트,유니크,E 쇼업 데드맨,유니크,E 빅 블랙 머신,유니크,E 인휴먼 퍼슈어,유니크,E 킬링 머신,유니크,E 데드 컨트랩션,유니크,저지먼트 레그람,레어,레이지 레그람,레어,블랙 스파클링 ,레어,블랙 스프린터,레어,블랙 파이크 ,레어,블랙 타즈 ,레어,인사이트 엔진T7 ,언커먼,E 쇼 스탑퍼,유니크,데드맨 레그람,레어,데몰리쉬 에너미,유니크,False,42,1,1,5,2944,15406,67,113,11810,1200,23,7,825,366,444,15,1,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
그대하나만볼래요,휴톤,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 블래스터 비트 ,유니크,E 해일매리 패스,유니크,E 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,E 아이언 룰러,유니크,지옥구멍 아몬,레어,바야바 아몬,레어,체스터 더블버거,레어,아이리쉬 페스티나,레어,아이리쉬 이펙트 ,레어,스테민 터틀,레어,핵펀치 맥시머,레어,E 브로큰 에너미,유니크,서든어퍼 아몬,레어,누크 퓨리피스트,유니크,False,67,3,1,4,10200,15354,44,51,20510,2600,38,49,825,41,772,12,1,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
화곡동빨간망사,루이스,탱커,최후의 저항,재생의 숨결,선봉장,E 아이스 에이지,유니크,E 윈터 크루제이드,유니크,E 프로즌 시티,유니크,S 아이스 토퀴즈 ,유니크,E 절대영도,유니크,E 크리스탈 크랙 ,유니크,빙산의 유노,레어,리볼버 파이몬,레어,아이스 스파클링 ,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,하드스킨 버스터,레어,E 프로즌 하트,유니크,냉각 파드리스트,레어,프로즌 브레이크,유니크,False,48,2,2,3,6947,22329,64,74,14350,2000,33,19,825,191,569,65,1,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
집사개,카인,원거리딜러,충동 구매,전장의 학살자,완전한 성장,E 져지먼트 데이,유니크,E 건스미스 티어 ,유니크,S 디클레어 워,유니크,S 가비 프레스티지,유니크,S 발큐리아 ,유니크,E 건즈 앤 로즈,유니크,피스톨 크로스링,레어,커맨더-긴급회피,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,저격 맥시머,레어,E 전장의 향기,유니크,우지 베리드,레어,발터펠트 아우프,유니크,False,49,7,0,8,36777,6674,64,66,16090,2000,5,24,825,825,825,0,1,bcd30ebe8d0990b5b6fbfec32267a1684a14a6cc3470337bc1d67905c19a223b,스프링필드
뉴타입프레셔,티모시,탱커,최후의 저항,재생의 숨결,선봉장,E 덱스트러스,유니크,E 이너 스트랭스,유니크,E 레클러메이션,유니크,E 뉴 비기닝,유니크,S 오소틱,유니크,E 내딛은 걸음,유니크,번 버스터 레그람,레어,잿불 레그람,레어,애쉬 스파클링 ,레어,고소한 타락죽,레어,애쉬 파이크 ,레어,솔리드 스위퍼,레어,DT 인사이트 R1,커먼,S 달콤한 죄책감,유니크,화염포 레그람,레어,라스트 릭,유니크,False,41,2,6,11,16979,60868,315,444,12800,3800,6,1,1296,54,351,254,0,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
속세,제이,탱커,전투 태세,전세역전,최후의 저항,E 패스티스트 건,유니크,E 퍼니시먼트,유니크,E 헤븐즈 도어,유니크,E 트러블 메이커,유니크,E 데스페라도,유니크,E 퀵 앤 데드,유니크,스프리건 피스톨,레어,니들 레그람,레어,퍼니시 스파클링,레어,엑셀레이션,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,인사이트 엔진T7 ,언커먼,E 멕시칸 불독,유니크,난사 레그람,레어,타임투킬 레그람,레어,False,45,5,7,9,22526,51383,316,421,15040,5100,27,5,1296,23,267,315,0,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
구해달라고,카를로스,근거리딜러,속전속결,충동 구매,최후의 일격,S 제피르 팰컨,유니크,E 할렘 비트,유니크,할렘 빈트야케,레어,E 라스트 카니발,유니크,E 카르데시즘,유니크,S 펑크 딜라이트,유니크,SB태클 루인,레어,라이징 라토나,레어,체스터 더블버거,레어,윈드 스프린터,레어,윈드 파이크,레어,솔리드 스위퍼,레어,싸이클론 맥시머,레어,S 브리즈 페스티벌,유니크,제트킥 발람,레어,싸이클론 플랜트,유니크,False,41,7,12,8,35979,46142,149,246,14700,3800,14,3,1296,15,179,441,0,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
하마공주,이사벨,원거리딜러,할인 판매,사냥꾼의 본능,완전한 성장,E 미스트랄 헤세드,유니크,E 티타니아 케테르,유니크,E 님프 티페레트,유니크,E 다프네 호드,유니크,E 픽시 네차흐,유니크,E 엘븐 예소드,유니크,플레쉬 하임,레어,바흐브 하임,레어,체스터 더블버거,레어,런업 스프린터,레어,페어리즘 이펙트 ,레어,솔리드 스위퍼,레어,파흐페 맥시머,레어,E 스프라이트 비나,유니크,엘븐 라흐크,레어,미라쥬 테일,유니크,False,57,12,5,10,66977,27852,189,206,18860,3570,19,25,1296,33,421,294,0,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
하혈,티샤,원거리딜러,회피 사격,할인 판매,전장의 열기,E 사로잡는 손길,유니크,E 가로막힌 시선,유니크,S 하트브로큰,유니크,E 체인드 드림,유니크,S 루나틱 하이스트,유니크,E 아름다운 속박,유니크,몽환충 프라우드,레어,위스퍼 라이팅,레어,체스터 더블버거,레어,런업 스프린터,레어,악몽 이펙트 ,레어,솔리드 스위퍼,레어,몽환충 임팩트,언커먼,E 악마의 반쪽,유니크,DB스피릿 베티,레어,특별한 초대장,유니크,False,59,9,7,16,54644,35788,334,341,20340,5070,19,34,1296,86,241,272,0,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
일단막어,플로리안,탱커,전선 유지,단단한 피부,선봉장,S 빼앗은 증표,유니크,S 나르시시즘,유니크,S 영원한 소년,유니크,S 프레데터,유니크,S 에고 디펜스,유니크,S 스포일드 차일드,유니크,끈끈이 이어링,레어,섭취 프로텍터,레어,첼시 와일드콜라,언커먼,스피드 업,커먼,멜츠 크리민II,언커먼,하디스트 스위퍼,레어,PS 레이더 R1,커먼,S 거짓된 관계,유니크,줄기 프로텍터,레어,늪지 포식수 벨트,레어,False,51,2,7,20,18708,62567,428,509,16950,3600,10,12,1296,19,408,195,1,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
땅야,루시,원거리딜러,준비된 한 발,사냥꾼의 본능,완전한 성장,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,E 작장중무,유니크,E 연보소말,유니크,낙화 청옥석,레어,반월 청옥석,레어,댄싱 스파클링 ,레어,페스티네이션,레어,댄싱 이펙트 ,레어,댄싱 타즈 ,레어,반월 임팩트,언커먼,E 적월선,유니크,화무십일홍 결의,레어,절세가인,유니크,False,63,5,7,19,47956,25235,122,227,20010,3000,30,23,1296,1,485,246,1,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
오혈,엘프리데,원거리딜러,전장의 열기,할인 판매,완전한 성장,E 결정적 순간,유니크,S 감춰진 시선,유니크,S 오버 필링,유니크,E 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,팰리스 메모,레어,저스티스 페인트북,레어,체스터 더블버거,레어,페이트 엑셀,레어,페이트 파이크,레어,페이트 타즈,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,데블스 다이어리,레어,정해진 운명,유니크,False,59,9,7,16,57707,28460,198,266,20470,4820,14,30,1296,10,398,228,1,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
화곡동빨간망사,케니스,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,S 격변의 시대,유니크,E 완벽한 후계자,유니크,S 비질란테,유니크,S 이상적인 리더,유니크,E 꿈꾸는 자,유니크,E 인헤리터,유니크,스파우트 레그람,레어,피크 레더백,레어,체인지 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,스웰 맥시머,레어,S 소울즈 앵커,유니크,래피드 네임카드,레어,자유의 갈망,유니크,False,65,16,9,11,71888,32857,208,298,22270,4400,34,21,1296,29,268,360,1,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
루이스평타쟁이,벨져,탱커,불굴의 의지,재생의 숨결,최후의 저항,S 쉬레 슈나이더,유니크,E 그레이 데스티니,유니크,E 예니체리,유니크,E 에보니 샤르페,유니크,E 님블 사브르,유니크,E 크레시에 슈트름,유니크,제야 아메지스트,레어,섬광 참월도,레어,프라우드 스파클링,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,인사이트 엔진T7 ,언커먼,S 딥 프라우드,유니크,격류 흑목검,레어,쉬베르트 트레네,유니크,False,46,3,5,14,25774,47986,324,473,18430,4000,20,14,1296,37,698,94,1,52de29361436f53f58a51b690f7e7b5eeae2d3f0c5bae62d66dd51153b98b919,그랑플람 아시아 지부
ㅊㅇ,마를렌,원거리딜러,완벽주의자,사냥꾼의 본능,완전한 성장,E 아쿠아리움,유니크,E 블루 아일랜드,유니크,E 파란 물결 ,유니크,E 홀리 다이아 ,유니크,E 물위의 파장,유니크,E 플립플랍 ,유니크,폭포수 크로셀,레어,방울 크로셀,레어,체스터 더블버거,레어,물방울 스프린터 ,레어,물방울 파이크 ,레어,물방울 타즈 ,레어,거대방울 맥시머,레어,E 물방울의 노래,유니크,발리스타 크로셀,레어,레스베인 머큐리,유니크,False,55,3,9,9,37778,29860,156,288,17030,3000,15,17,1282,15,226,344,0,0f75a268ef470f3fc76d13fe9d8145b3a802eeb5ea7bfd5055e4e3ce4a4d2494,메트로폴리스
머섯일이고,루이스,근거리딜러,거인 사냥꾼,사냥꾼의 본능,최후의 일격,S 아이스 에이지,유니크,S 윈터 크루제이드,유니크,E 프로즌 시티,유니크,S 아이스 토퀴즈 ,유니크,S 절대영도,유니크,E 크리스탈 크랙 ,유니크,SB빙산의 루인,레어,SB리볼버 루차,레어,아이스 스파클링 ,레어,아이스 엑셀,레어,가락엿,레어,솔리드 스위퍼,레어,하드스킨 버스터,레어,S 프로즌 하트,유니크,SB드라이 데브,레어,프로즌 브레이크,유니크,False,54,11,9,6,66299,40324,179,322,22110,6700,23,19,1282,37,178,317,0,0f75a268ef470f3fc76d13fe9d8145b3a802eeb5ea7bfd5055e4e3ce4a4d2494,메트로폴리스
갈론시스테아,티모시,탱커,전투 태세,낙법,선봉장,E 덱스트러스,유니크,E 이너 스트랭스,유니크,E 레클러메이션,유니크,E 뉴 비기닝,유니크,E 오소틱,유니크,E 내딛은 걸음,유니크,번 버스터 레그람,레어,잿불 퍼시 B,언커먼,첼시 콜라 V,레어,페스티네이션,레어,애쉬 파이크 ,레어,스테민 터틀,레어,화염포 임팩트,언커먼,E 달콤한 죄책감,유니크,화염포 레그람,레어,라스트 릭,유니크,False,47,3,5,9,24569,70222,476,650,16110,5100,21,17,1282,22,589,149,0,0f75a268ef470f3fc76d13fe9d8145b3a802eeb5ea7bfd5055e4e3ce4a4d2494,메트로폴리스
